Justin Trattou,2,0,14,11,2015
Charles Tillman,2,0,0,0,2015
A.J. Tarpley,2,0,40,37,2015
Sean Smith,2,0,5,5,2015
Harrison Smith,2,1,35,35,2015
Darius Slay,2,0,0,0,2015
Richard Sherman,2,0,30,26,2015
Coty Sensabaugh,2,1,42,26,2015
Quinten Rollins,2,1,48,45,2015
Perry Riley,2,0,7,7,2015
Calvin Pryor,2,0,47,29,2015
Jordan Poyer,2,0,24,12,2015
Eddie Pleasant,2,0,0,0,2015
Patrick Peterson,2,0,41,40,2015
Captain Munnerlyn,2,0,30,32,2015
William Moore,2,0,14,11,2015
Brandon Meriweather,2,0,26,26,2015
Leodis McKelvin,2,0,0,0,2015
Bradley McDougald,2,0,1,1,2015
Byron Maxwell,2,0,22,22,2015
Josh Mauga,2,0,70,66,2015
Jeremy Lane,2,0,60,54,2015
Derrick Johnson,2,0,23,18,2015
Malcolm Jenkins,2,1,99,99,2015
Tony Jefferson,2,1,26,26,2015
Kareem Jackson,2,1,77,50,2015
Justin Houston,2,1,16,17,2015
Jordan Hicks,2,1,67,67,2015
Jeff Heath,2,0,19,19,2015
Chris Harris,2,1,94,74,2015
Leon Hall,2,1,19,19,2015
Corey Graham,2,1,60,44,2015
Tashaun Gipson,2,0,0,0,2015
William Gay,2,1,30,23,2015
Kyle Fuller,2,0,24,15,2015
Ronald Darby,2,0,48,27,2015
Chris Conte,2,0,0,0,2015
Ross Cockrell,2,0,62,37,2015
Ha Ha Clinton-Dix,2,0,2,2,2015
Kam Chancellor,2,0,6,6,2015
Nolan Carroll,2,1,18,17,2015
Malcolm Butler,2,0,9,9,2015
Vontaze Burfict,2,0,16,16,2015
David Bruton,2,0,11,12,2015
Zach Brown,2,0,45,45,2015
Preston Brown,2,1,46,43,2015
Bashaud Breeland,2,0,56,28,2015
A.J. Bouye,2,0,9,9,2015
Glover Quin,7,0,117,56,2014
Tashaun Gipson,6,1,158,62,2014
Harrison Smith,5,1,150,81,2014
Brent Grimes,5,1,80,32,2014
Perrish Cox,5,0,12,10,2014
Bruce Carter,5,1,72,35,2014
Mike Adams,5,0,24,10,2014
Charles Woodson,4,0,35,30,2014
Aqib Talib,4,2,62,33,2014
Buster Skrine,4,0,34,30,2014
Richard Sherman,4,0,81,53,2014
Reggie Nelson,4,0,30,31,2014
Ryan Mundy,4,1,52,45,2014
Rahim Moore,4,0,36,19,2014
Leodis McKelvin,4,0,10,9,2014
Rashad Johnson,4,2,146,88,2014
Kemal Ishmael,4,1,37,23,2014
James Ihedigbo,4,0,86,70,2014
Roman Harper,4,1,43,31,2014
Kyle Fuller,4,0,81,31,2014
Quintin Demps,4,0,19,10,2014
Vontae Davis,4,0,72,42,2014
Chris Culliver,4,0,61,29,2014
Antoine Bethea,4,1,71,49,2014
Johnthan Banks,4,1,69,32,2014
Nate Allen,4,0,45,40,2014
Tramon Williams,3,0,2,2,2014
J.J. Wilcox,3,0,46,46,2014
Desmond Trufant,3,0,19,19,2014
Da'Norris Searcy,3,0,70,32,2014
Jumal Rolle,3,0,25,13,2014
Antrel Rolle,3,0,71,39,2014
Josh Robinson,3,0,22,23,2014
Eric Reid,3,0,138,73,2014
Jerraud Powers,3,0,19,12,2014
Patrick Peterson,3,1,30,30,2014
Jason McCourty,3,0,0,0,2014
Brice McCain,3,1,56,31,2014
Danny Lansanah,3,2,60,33,2014
Dre Kirkpatrick,3,1,32,30,2014
Reshad Jones,3,0,62,50,2014
Adam Jones,3,0,23,12,2014
Trumaine Johnson,3,1,69,43,2014
Malcolm Jenkins,3,1,67,53,2014
Kareem Jackson,3,0,97,65,2014
George Iloka,3,0,58,28,2014
Casey Hayward,3,1,113,82,2014
Chris Harris,3,0,52,38,2014
Joe Haden,3,0,0,0,2014
Stephon Gilmore,3,0,61,27,2014
Richard Sherman,8,1,125,58,2013
Antrel Rolle,6,0,23,25,2013
DeAndre Levy,6,1,76,66,2013
Brandon Boykin,6,1,136,76,2013
Alterraun Verner,5,1,68,34,2013
Earl Thomas,5,0,9,11,2013
Logan Ryan,5,1,82,79,2013
Tashaun Gipson,5,1,143,44,2013
Lavonte David,5,0,87,32,2013
Tramaine Brock,5,1,82,41,2013
Aaron Williams,4,0,43,34,2013
Aqib Talib,4,0,12,14,2013
Sam Shields,4,0,3,7,2013
Eric Reid,4,0,54,53,2013
Dimitri Patterson,4,0,7,3,2013
Mike Mitchell,4,0,63,38,2013
Byron Maxwell,4,0,6,6,2013
Keenan Lewis,4,0,34,20,2013
Jim Leonhard,4,0,72,41,2013
Sean Lee,4,1,174,74,2013
Luke Kuechly,4,0,33,30,2013
Tim Jennings,4,2,111,48,2013
DeAngelo Hall,4,2,49,26,2013
Joe Haden,4,1,57,29,2013
Brent Grimes,4,1,102,94,2013
Tim Jennings,9,1,105,31,2012
Richard Sherman,8,1,57,29,2012
Stevie Brown,8,0,307,70,2012
Patrick Peterson,7,0,64,31,2012
Casey Hayward,6,0,81,24,2012
Thomas DeCoud,6,0,42,24,2012
Asante Samuel,5,1,110,79,2012
Devin McCourty,5,0,53,34,2012
London Fletcher,5,0,29,10,2012
Jairus Byrd,5,0,81,45,2012
Major Wright,4,1,45,45,2012
Tavon Wilson,4,0,87,45,2012
Cary Williams,4,1,90,63,2012
Corey Webster,4,0,45,38,2012
Bryan Scott,4,1,66,32,2012
Kerry Rhodes,4,0,39,30,2012
Ed Reed,4,1,78,34,2012
William Moore,4,0,51,33,2012
Jason McCourty,4,0,29,28,2012
Reshad Jones,4,0,28,15,2012
Janoris Jenkins,4,3,150,41,2012
Rob Jackson,4,1,19,17,2012
Kareem Jackson,4,1,71,63,2012
DeAngelo Hall,4,0,62,27,2012
Michael Griffin,4,0,59,33,2012
